,出现次数,标签占比,标签召回率,标签查准率,品类,品类占比,品类召回率,品类查准率,机审是否支持,是否fordeal关注,统计时间段
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.2,汽车装饰贴,9.327749120859646e-06,1.0,0.2,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,水杯,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.5,毛绒布艺类玩具,9.327749120859646e-06,1.0,0.5,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,毛呢外套,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,其他充气产品,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,其它室外灯具灯饰,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.05,手镯,9.327749120859646e-06,1.0,0.05,否,否,2022-04-25~2022-05-09
禁销/药品,1.0,9.327749120859646e-06,0.0,0.0,其它身体保养,1.8655498241719292e-05,0.5,0.5,否,否,2022-04-25~2022-05-09
禁销/赌博,1.0,9.327749120859646e-06,0.0,0.0,桌游卡牌,2.798324736257894e-05,0.3333333333333333,0.3333333333333333,否,否,2022-04-25~2022-05-09
禁销/香港管制,1.0,9.327749120859646e-06,0.0,0.0,其它园艺用品,2.798324736257894e-05,0.6666666666666666,0.03253333333333333,否,否,2022-04-25~2022-05-09
禁销/香港管制,1.0,9.327749120859646e-06,0.0,0.0,服饰配件,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/香港管制,1.0,9.327749120859646e-06,0.0,0.0,溜冰鞋/旱冰鞋,4.663874560429823e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
违禁/枪支弹药,1.0,9.327749120859646e-06,0.0,0.0,其它手办,0.0001212607385711754,0.5384769230769231,0.2876923076923077,否,否,2022-04-25~2022-05-09
违禁/枪支弹药,1.0,9.327749120859646e-06,0.0,0.0,其它日用家电,0.00041974871043868407,0.08889333333333332,0.023555555555555552,否,否,2022-04-25~2022-05-09
违禁/枪支弹药,1.0,9.327749120859646e-06,0.0,0.0,手链,0.00021453822977977183,0.7826260869565218,0.14347826086956522,否,否,2022-04-25~2022-05-09
违禁/枪支弹药,1.0,9.327749120859646e-06,0.0,0.0,短袖T恤,0.0020241215592265434,0.4977391705069123,0.3122156682027649,否,否,2022-04-25~2022-05-09
违禁/枪支弹药,1.0,9.327749120859646e-06,0.0,0.0,项坠/吊坠,6.529424384601752e-05,0.5714285714285715,0.14285714285714288,否,否,2022-04-25~2022-05-09
违禁/管制刀具,1.0,9.327749120859646e-06,0.0,0.0,DIY模具,2.798324736257894e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
违禁/管制刀具,1.0,9.327749120859646e-06,1.0,0.2,刀/叉/勺/筷套装,9.327749120859646e-06,1.0,0.2,否,否,2022-04-25~2022-05-09
违禁/管制刀具,1.0,9.327749120859646e-06,0.0,0.0,海贼王手办专区,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
违禁/管制刀具,1.0,9.327749120859646e-06,1.0,1.0,美工刀,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
违禁/管制刀具,1.0,9.327749120859646e-06,1.0,1.0,车用钥匙扣,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
违禁/管制刀具,1.0,9.327749120859646e-06,1.0,0.1667,野餐包/户外餐具套装,2.798324736257894e-05,0.6666666666666666,0.38889999999999997,否,否,2022-04-25~2022-05-09
侵权,1.0,9.327749120859646e-06,0.0,0.0,夹克/外套,5.596649472515787e-05,0.5,0.19233333333333336,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,1.0,腿部防护用品,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,0.1667,女士塑身腰封/腰夹,9.327749120859646e-06,1.0,0.1667,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,0.25,脱毛仪/电动脱毛器,9.327749120859646e-06,1.0,0.25,否,否,2022-04-25~2022-05-09
侵权,1.0,9.327749120859646e-06,0.0,0.0,门把手套,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,0.04,女士瑜伽裤,9.327749120859646e-06,1.0,0.04,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,0.1111,女士睡衣/家居服连体裤,9.327749120859646e-06,1.0,0.1111,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,1.0,安全裤,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/药品,1.0,9.327749120859646e-06,0.0,0.0,面部精华,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/药品,1.0,9.327749120859646e-06,0.0,0.0,其他男用,8.394974208773682e-05,0.1111111111111111,0.8888888888888888,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,手机支架/手机座,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,1.0,马尾,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,1.0,9.327749120859646e-06,0.0,0.0,电子玩具,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,0.3333,其它胸部护理,9.327749120859646e-06,1.0,0.3333,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,1.0,其它身体保养,1.8655498241719292e-05,0.5,0.5,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,其它首饰,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,乳头矫正,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,1.0,9.327749120859646e-06,0.0,0.0,石英表,0.00023319372802149113,0.520032,0.15408000000000002,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,0.5,其它美体瘦身,9.327749120859646e-06,1.0,0.5,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,1.0,乳贴,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,1.0,9.327749120859646e-06,0.0,0.0,迷你风扇,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
涉政,1.0,9.327749120859646e-06,0.0,0.0,现代装饰画,0.0007182366823061927,0.4415337662337662,0.32889090909090907,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,凉鞋,6.529424384601752e-05,0.7142571428571429,0.08931428571428572,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,0.5,其他手机保护壳/套,6.529424384601752e-05,0.28571428571428575,0.13635714285714287,否,否,2022-04-25~2022-05-09
涉政,1.0,9.327749120859646e-06,0.0,0.0,摆件,9.327749120859647e-05,0.29999999999999993,0.09473999999999999,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,凉拖鞋,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,厨卫龙头配件,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,吊袜带,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,苹果手机保护壳/套,0.0002331937280214911,0.080028,0.050691999999999994,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,0.3333,足贴,9.327749120859646e-06,1.0,0.3333,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,1.0,身体皂,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,车载手机座,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,0.0357,运动文胸,9.327749120859646e-06,1.0,0.0357,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,门挡,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,项坠/吊坠,6.529424384601752e-05,0.5714285714285715,0.14285714285714288,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,1.0,情趣文胸,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,0.0278,打底裤,9.327749120859646e-06,1.0,0.0278,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,扭腰器,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,摆件,9.327749120859647e-05,0.29999999999999993,0.09473999999999999,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,厚底凉鞋,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,其它驾车个人用品,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.5,其他收纳篮,9.327749120859646e-06,1.0,0.5,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,其他DIY饰品配件,0.00011193298945031575,0.7500166666666667,0.7500166666666667,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.25,其它罩类/套类,2.798324736257894e-05,0.3333333333333333,0.08333333333333333,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,其它电脑周边,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,其它烧烤用品,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,其它文具,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.1111,围巾/丝巾/披肩,9.327749120859646e-06,1.0,0.1111,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,圆领卫衣,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.5,垃圾桶,9.327749120859646e-06,1.0,0.5,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,外穿背心/吊带,3.7310996483438584e-05,0.75,0.0336,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.5,头巾/头套,2.798324736257894e-05,0.3333333333333333,0.16666666666666666,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.3333,头枕,9.327749120859646e-06,1.0,0.3333,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.5,女士情趣睡衣,0.0002984879718675086,0.749965625,0.906875,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,女士跑步鞋,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.2,家居服套装,1.8655498241719292e-05,0.5,0.1,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.3333,家用牵引带,9.327749120859646e-06,1.0,0.3333,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,帆布鞋,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,平底凉鞋,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,床笠,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,其他,1.8655498241719292e-05,0.5,0.1,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,户外床/折叠床,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.2,发带,9.327749120859646e-06,1.0,0.2,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.3333,口水巾,9.327749120859646e-06,1.0,0.3333,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,吸管,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,1.0,玻璃杯,3.7310996483438584e-05,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,整顶假发,4.663874560429823e-05,0.6000000000000001,0.096,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,无模特套装,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,时尚/休闲套装,0.0012126073857117539,0.10002461538461538,0.18427153846153846,否,否,2022-04-25~2022-05-09
侵权,1.0,9.327749120859646e-06,0.0,0.0,连衣裙,4.663874560429823e-05,0.2,0.042080000000000006,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,沐浴按摩用品,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,1.0,沐浴露,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,1.0,9.327749120859646e-06,0.0,0.0,消毒灯/杀菌灯,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
侵权,1.0,9.327749120859646e-06,0.0,0.0,笔记本个性小贴纸,4.663874560429823e-05,0.40002,0.40002,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,激情用具,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,牛仔长裤,9.327749120859647e-05,0.09999999999999999,0.13335999999999998,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,0.5,男士塑身美体裤,9.327749120859646e-06,1.0,0.5,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,吸管杯,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,男士身体乳,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
侵权,1.0,9.327749120859646e-06,0.0,0.0,皮带/腰带,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,1.0,瘦身按摩贴,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,0.5,皮短裤,9.327749120859646e-06,1.0,0.5,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,0.0,0.0,皮裤,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,1.0,9.327749120859646e-06,1.0,0.1667,浴室用品配件,7.462199296687717e-05,0.375,0.09433749999999999,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,腮红/胭脂,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,1.0,9.327749120859646e-06,0.0,0.0,更多日用品,8.394974208773682e-05,0.44442222222222216,0.44442222222222216,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,创意零钱包,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.3333,咖啡杯,9.327749120859646e-06,1.0,0.3333,否,否,2022-04-25~2022-05-09
违禁/管制刀具,1.0,9.327749120859646e-06,0.0,0.0,马克杯,0.0034792504220806475,0.27611689008042894,0.3300788203753351,否,否,2022-04-25~2022-05-09
